Book,Chapter,PERSON,GPE,TIME,LAW,EVENT
19-Psalms,109,4,1,0,0,0
19-Psalms,110,3,0,0,0,0
19-Psalms,111,2,2,0,0,0
19-Psalms,112,0,0,0,0,0
19-Psalms,113,2,0,0,0,0
19-Psalms,114,1,4,0,0,0
19-Psalms,115,8,4,1,0,0
19-Psalms,116,8,4,0,0,0
19-Psalms,117,1,0,0,0,0
19-Psalms,118,15,6,0,0,0
19-Psalms,119,3,1,7,0,0
19-Psalms,120,0,0,0,0,0
19-Psalms,121,1,2,1,0,0
19-Psalms,122,1,5,0,0,0
19-Psalms,123,1,1,1,0,0
19-Psalms,124,2,1,0,0,0
19-Psalms,125,2,1,0,0,0
19-Psalms,126,2,0,0,0,0
19-Psalms,127,0,0,0,0,0
19-Psalms,128,1,0,0,0,0
19-Psalms,129,1,0,0,0,0
19-Psalms,130,3,3,2,0,0
19-Psalms,131,1,1,0,0,0
19-Psalms,132,7,1,0,0,1
19-Psalms,133,1,0,0,0,0
19-Psalms,134,1,0,0,0,0
19-Psalms,135,9,9,1,0,0
19-Psalms,136,1,5,1,0,1
19-Psalms,137,1,3,0,0,0
19-Psalms,138,3,0,0,0,0
19-Psalms,139,0,0,0,0,0
19-Psalms,140,4,0,0,0,0
19-Psalms,141,0,0,1,0,0
19-Psalms,142,0,0,0,0,0
19-Psalms,143,1,0,0,0,0
19-Psalms,144,1,0,0,0,0
19-Psalms,145,6,0,1,0,0
19-Psalms,146,7,0,0,0,0
19-Psalms,147,5,4,0,0,0
19-Psalms,148,1,3,1,0,0
19-Psalms,149,1,1,0,0,0
19-Psalms,150,0,0,0,0,0
20-Proverbs,001,4,1,0,0,0
20-Proverbs,002,2,0,0,0,0
20-Proverbs,003,5,2,0,0,0
20-Proverbs,004,1,0,0,0,0
20-Proverbs,005,0,0,1,0,0
20-Proverbs,006,2,0,1,0,0
20-Proverbs,007,1,1,0,0,0
20-Proverbs,008,2,1,1,0,0
20-Proverbs,009,1,0,0,1,0
20-Proverbs,010,3,1,0,0,0
20-Proverbs,011,2,0,0,0,0
20-Proverbs,012,2,1,0,0,0
20-Proverbs,013,1,0,1,0,0
20-Proverbs,014,4,0,0,0,0
20-Proverbs,015,6,3,1,0,0
20-Proverbs,016,8,3,0,0,0
20-Proverbs,017,3,0,0,0,0
20-Proverbs,018,2,0,0,0,0
20-Proverbs,019,3,3,0,0,0
20-Proverbs,020,3,0,0,0,0
20-Proverbs,021,3,2,1,0,0
20-Proverbs,022,3,1,0,0,0
20-Proverbs,023,1,1,0,0,0
20-Proverbs,024,2,0,1,0,0
20-Proverbs,025,1,1,0,0,0
20-Proverbs,026,1,0,0,0,0
20-Proverbs,027,0,1,1,0,0
20-Proverbs,028,2,0,0,0,0
20-Proverbs,029,1,2,0,0,0
20-Proverbs,030,2,0,1,1,0
20-Proverbs,031,2,0,1,0,0
21-Ecclesiastes,001,1,4,0,0,0
21-Ecclesiastes,002,0,2,2,0,0
21-Ecclesiastes,003,0,0,0,0,0
21-Ecclesiastes,004,0,0,0,0,0
21-Ecclesiastes,005,1,0,0,0,0
21-Ecclesiastes,006,0,0,1,0,0
21-Ecclesiastes,007,0,0,1,0,0
21-Ecclesiastes,008,0,0,0,0,0
21-Ecclesiastes,009,0,0,0,0,0
21-Ecclesiastes,010,1,0,0,0,0
21-Ecclesiastes,011,0,0,2,0,0
21-Ecclesiastes,012,0,0,0,0,0
22-Song of Solomon,001,0,2,2,0,0
22-Song of Solomon,002,0,1,0,0,0
22-Song of Solomon,003,1,1,0,0,0
22-Song of Solomon,004,2,0,0,0,0
22-Song of Solomon,005,1,2,0,0,0
22-Song of Solomon,006,1,1,0,0,0
22-Song of Solomon,007,2,0,0,0,0
22-Song of Solomon,008,1,2,0,0,0
23-Isaiah,001,9,4,0,0,0
23-Isaiah,002,4,4,1,0,0
23-Isaiah,003,10,3,0,0,0
23-Isaiah,004,3,4,1,0,0
23-Isaiah,005,5,5,3,0,0
23-Isaiah,006,3,0,0,0,0
23-Isaiah,007,12,16,0,1,0
23-Isaiah,008,8,7,1,0,0
23-Isaiah,009,7,6,0,0,0
23-Isaiah,010,11,12,2,0,0
23-Isaiah,011,4,13,0,0,0
23-Isaiah,012,1,1,0,0,0
23-Isaiah,013,7,3,1,0,0
23-Isaiah,014,10,5,0,0,0
23-Isaiah,015,3,4,0,0,0
23-Isaiah,016,6,6,0,0,0
23-Isaiah,017,1,3,1,0,0
23-Isaiah,018,3,0,0,0,0
23-Isaiah,019,16,27,0,0,0
23-Isaiah,020,5,7,0,0,0
23-Isaiah,021,4,2,1,0,0
23-Isaiah,022,10,5,0,0,0
23-Isaiah,023,5,7,1,0,0
23-Isaiah,024,6,2,0,0,0
23-Isaiah,025,3,0,0,1,0
23-Isaiah,026,2,2,1,0,0
23-Isaiah,027,5,5,1,0,0
23-Isaiah,028,9,2,2,1,0
23-Isaiah,029,7,5,1,0,0
23-Isaiah,030,7,15,0,1,0
23-Isaiah,031,3,5,0,0,0
23-Isaiah,032,1,1,0,0,0
23-Isaiah,033,7,0,0,0,0
23-Isaiah,034,4,1,1,0,0
23-Isaiah,035,1,0,0,0,0
23-Isaiah,036,10,10,2,0,0
23-Isaiah,037,23,16,3,0,0
23-Isaiah,038,13,1,1,0,0
23-Isaiah,039,8,2,0,0,0
23-Isaiah,040,3,4,1,1,0
23-Isaiah,041,5,5,2,0,0
23-Isaiah,042,7,1,1,0,0
23-Isaiah,043,8,7,0,0,0
23-Isaiah,044,8,4,0,0,0
23-Isaiah,045,11,7,2,0,0
23-Isaiah,046,1,1,0,0,0
23-Isaiah,047,0,1,1,0,0
23-Isaiah,048,4,6,0,0,0
23-Isaiah,049,6,5,0,1,0
23-Isaiah,050,3,0,1,1,0
23-Isaiah,051,11,1,0,0,0
23-Isaiah,052,5,4,0,1,0
23-Isaiah,053,2,0,0,0,0
23-Isaiah,054,7,1,0,0,0
23-Isaiah,055,3,1,0,0,0
23-Isaiah,056,7,1,0,0,0
23-Isaiah,057,2,0,0,0,0
23-Isaiah,058,3,2,1,0,0
23-Isaiah,059,5,2,0,0,0
23-Isaiah,060,7,3,1,0,0
23-Isaiah,061,2,1,0,1,0
23-Isaiah,062,3,4,1,0,0
23-Isaiah,063,6,3,0,0,0
23-Isaiah,064,0,0,0,0,0
23-Isaiah,065,7,3,1,2,0
23-Isaiah,066,15,6,0,0,0
24-Jeremiah,001,14,8,0,0,0
24-Jeremiah,002,13,9,1,1,0
24-Jeremiah,003,15,13,0,0,0
24-Jeremiah,004,10,12,1,0,0
24-Jeremiah,005,9,6,0,0,0
24-Jeremiah,006,8,3,0,0,0
24-Jeremiah,007,14,19,0,1,0
24-Jeremiah,008,7,3,0,0,0
24-Jeremiah,009,9,7,1,0,0
24-Jeremiah,010,5,3,1,0,0
24-Jeremiah,011,12,17,0,0,0
24-Jeremiah,012,4,3,0,0,0
24-Jeremiah,013,13,6,1,0,0
24-Jeremiah,014,8,2,1,0,0
24-Jeremiah,015,8,3,1,0,0
24-Jeremiah,016,11,4,0,0,0
24-Jeremiah,017,9,17,0,0,0
24-Jeremiah,018,7,4,0,0,0
24-Jeremiah,019,10,16,0,0,0
24-Jeremiah,020,13,3,1,0,0
24-Jeremiah,021,14,5,0,0,0
24-Jeremiah,022,14,8,0,0,0
24-Jeremiah,023,33,10,0,0,0
24-Jeremiah,024,7,9,0,0,0
24-Jeremiah,025,25,15,0,0,0
24-Jeremiah,026,23,17,2,0,0
24-Jeremiah,027,15,18,0,0,0
24-Jeremiah,028,15,8,1,0,0
24-Jeremiah,029,26,19,0,0,0
24-Jeremiah,030,17,7,0,0,0
24-Jeremiah,031,27,10,1,0,0
24-Jeremiah,032,22,28,2,0,0
24-Jeremiah,033,30,13,0,0,0
24-Jeremiah,034,14,18,0,0,0
24-Jeremiah,035,14,20,0,0,0
24-Jeremiah,036,20,23,2,0,0
24-Jeremiah,037,22,11,1,0,0
24-Jeremiah,038,26,6,1,0,0
24-Jeremiah,039,14,8,1,0,0
24-Jeremiah,040,14,14,2,0,0
24-Jeremiah,041,9,6,1,0,0
24-Jeremiah,042,21,14,0,0,0
24-Jeremiah,043,15,13,0,0,1
24-Jeremiah,044,19,45,0,1,0
24-Jeremiah,045,5,2,0,0,0
24-Jeremiah,046,13,15,1,0,1
24-Jeremiah,047,2,3,0,0,0
24-Jeremiah,048,21,15,0,0,0
24-Jeremiah,049,22,9,0,0,0
24-Jeremiah,050,22,12,1,0,0
24-Jeremiah,051,29,6,2,0,0
24-Jeremiah,052,4,19,2,0,0
25-Lamentations,001,2,1,1,0,0
25-Lamentations,002,5,4,1,0,0
25-Lamentations,003,8,3,2,0,0
25-Lamentations,004,2,2,0,0,0
25-Lamentations,005,0,2,0,0,0
26-Ezekiel,001,2,3,0,0,0
26-Ezekiel,002,0,1,0,1,0
26-Ezekiel,003,6,8,0,2,0
26-Ezekiel,004,2,6,0,0,0
26-Ezekiel,005,3,2,0,4,0
26-Ezekiel,006,5,4,0,3,0
26-Ezekiel,007,4,1,0,2,0
26-Ezekiel,008,3,11,0,1,0
26-Ezekiel,009,2,6,1,0,0
26-Ezekiel,010,2,6,0,0,0
26-Ezekiel,011,7,10,0,5,0
26-Ezekiel,012,9,10,1,6,0
26-Ezekiel,013,7,10,0,8,0
26-Ezekiel,014,10,8,0,9,0
26-Ezekiel,015,2,1,0,2,0
26-Ezekiel,016,3,9,1,11,0
26-Ezekiel,017,5,5,0,5,0
26-Ezekiel,018,3,9,0,5,0
26-Ezekiel,019,0,2,0,0,0
26-Ezekiel,020,13,24,0,11,0
26-Ezekiel,021,8,8,0,5,0
26-Ezekiel,022,7,3,0,5,0
26-Ezekiel,023,3,13,1,6,0
26-Ezekiel,024,6,2,2,5,0
26-Ezekiel,025,8,8,0,9,0
26-Ezekiel,026,4,2,0,6,0
26-Ezekiel,027,11,16,2,1,0
26-Ezekiel,028,6,6,0,7,0
26-Ezekiel,029,5,16,1,6,0
26-Ezekiel,030,9,20,0,4,0
26-Ezekiel,031,2,4,0,3,1
26-Ezekiel,032,4,3,0,6,2
26-Ezekiel,033,7,8,1,3,0
26-Ezekiel,034,9,7,0,9,0
26-Ezekiel,035,6,4,0,4,0
26-Ezekiel,036,7,17,0,15,0
26-Ezekiel,037,16,8,0,5,0
26-Ezekiel,038,7,7,0,6,0
26-Ezekiel,039,8,14,0,8,0
26-Ezekiel,040,3,3,1,0,0
26-Ezekiel,041,1,0,0,0,0
26-Ezekiel,042,1,0,0,0,0
26-Ezekiel,043,5,5,1,3,0
26-Ezekiel,044,6,11,0,5,0
26-Ezekiel,045,3,8,0,3,0
26-Ezekiel,046,6,0,5,2,0
26-Ezekiel,047,7,12,0,2,0
26-Ezekiel,048,15,15,0,1,1
27-Daniel,001,15,6,0,0,0
27-Daniel,002,24,3,3,0,0
27-Daniel,003,20,6,0,0,0
27-Daniel,004,4,3,0,0,0
27-Daniel,005,7,4,2,0,0
27-Daniel,006,16,2,2,0,0
27-Daniel,007,3,0,0,0,0
27-Daniel,008,5,4,0,0,0
27-Daniel,009,12,12,1,0,0
27-Daniel,010,4,7,1,0,0
27-Daniel,011,1,3,0,0,0
27-Daniel,012,3,1,0,0,0
28-Hosea,001,10,10,0,0,0
28-Hosea,002,3,2,0,0,0
28-Hosea,003,5,3,0,0,0
28-Hosea,004,2,3,0,0,0
28-Hosea,005,5,5,0,0,0
28-Hosea,006,3,1,0,0,0
28-Hosea,007,1,3,0,0,0
28-Hosea,008,2,5,0,0,0
28-Hosea,009,0,5,0,0,0
28-Hosea,010,2,4,1,0,0
28-Hosea,011,2,5,0,0,0
28-Hosea,012,7,3,0,0,0
28-Hosea,013,2,2,1,0,0
28-Hosea,014,2,2,0,0,0
29-Joel,001,3,1,1,0,0
29-Joel,002,13,3,2,0,0
29-Joel,003,6,13,0,0,0
30-Amos,001,15,10,0,1,0
30-Amos,002,6,8,0,0,0
30-Amos,003,4,6,0,2,0
30-Amos,004,7,4,0,0,0
30-Amos,005,16,6,0,1,0
30-Amos,006,6,4,0,0,0
30-Amos,007,19,10,1,3,0
30-Amos,008,5,4,1,3,0
30-Amos,009,8,5,0,1,0
31-Obadiah,001,11,3,0,0,0
32-Jonah,001,15,3,1,0,0
32-Jonah,002,5,0,0,0,0
32-Jonah,003,5,1,0,0,0
32-Jonah,004,10,0,3,0,0
33-Micah,001,3,9,1,0,0
33-Micah,002,2,2,0,0,0
33-Micah,003,4,8,2,0,0
33-Micah,004,5,3,1,0,0
33-Micah,005,1,5,0,0,0
33-Micah,006,12,4,0,0,0
33-Micah,007,3,3,0,0,0
34-Nahum,001,7,2,0,0,0
34-Nahum,002,1,2,0,0,0
34-Nahum,003,0,1,0,0,0
35-Habakkuk,001,1,0,1,0,0
35-Habakkuk,002,4,0,1,0,0
35-Habakkuk,003,2,3,0,0,0
36-Zephaniah,001,7,8,1,1,0
36-Zephaniah,002,8,1,0,0,0
36-Zephaniah,003,4,4,0,0,0
37-Haggai,001,18,3,0,0,0
37-Haggai,002,17,4,0,0,0
38-Zechariah,001,17,9,2,0,0
38-Zechariah,002,9,3,0,0,0
38-Zechariah,003,12,2,0,0,0
38-Zechariah,004,3,2,0,0,0
38-Zechariah,005,1,1,0,0,0
38-Zechariah,006,6,6,0,0,0
38-Zechariah,007,12,3,0,0,0
38-Zechariah,008,22,8,0,0,0
38-Zechariah,009,8,7,0,0,0
38-Zechariah,010,5,1,0,0,0
38-Zechariah,011,5,3,0,0,0
38-Zechariah,012,11,15,0,0,0
38-Zechariah,013,3,2,0,0,0
38-Zechariah,014,13,14,1,0,3
39-Malachi,001,11,2,0,0,0
39-Malachi,002,13,9,0,0,0
39-Malachi,003,16,3,0,0,0
39-Malachi,004,2,2,0,0,0
40-Matthew,001,37,3,0,0,0
40-Matthew,002,15,12,4,0,0
40-Matthew,003,11,3,0,0,0
40-Matthew,004,20,7,1,0,0
40-Matthew,005,4,7,0,0,0
40-Matthew,006,0,2,1,0,0
40-Matthew,007,2,1,0,0,0
40-Matthew,008,13,3,3,0,0
40-Matthew,009,15,2,2,0,0
40-Matthew,010,12,2,1,0,0
40-Matthew,011,15,5,0,0,0
40-Matthew,012,15,2,4,0,1
40-Matthew,013,10,6,1,0,0
40-Matthew,014,17,0,3,0,0
40-Matthew,015,11,5,2,0,0
40-Matthew,016,17,3,2,0,0
40-Matthew,017,19,0,2,0,0
40-Matthew,018,3,4,1,0,0
40-Matthew,019,9,6,1,0,0
40-Matthew,020,8,3,4,0,0
40-Matthew,021,16,5,4,0,1
40-Matthew,022,15,0,2,0,2
40-Matthew,023,8,9,2,0,0
40-Matthew,024,6,3,2,0,0
40-Matthew,025,0,1,0,0,0
40-Matthew,026,40,1,9,0,0
40-Matthew,027,35,3,5,0,0
40-Matthew,028,11,0,1,0,0
41-Mark,001,26,4,1,0,0
41-Mark,002,13,1,1,0,0
41-Mark,003,15,7,0,0,0
41-Mark,004,0,3,2,0,0
41-Mark,005,21,0,1,0,0
41-Mark,006,20,0,7,0,0
41-Mark,007,4,5,2,0,0
41-Mark,008,6,1,1,0,0
41-Mark,009,15,2,0,0,0
41-Mark,010,27,8,1,0,0
41-Mark,011,12,5,4,0,0
41-Mark,012,15,4,1,0,0
41-Mark,013,8,2,3,0,0
41-Mark,014,28,1,9,0,1
41-Mark,015,28,2,7,0,0
41-Mark,016,6,0,1,0,0
42-Luke,001,39,11,4,0,0
42-Luke,002,25,11,6,1,0
42-Luke,003,36,23,1,0,0
42-Luke,004,16,6,1,0,0
42-Luke,005,26,1,1,0,1
42-Luke,006,21,3,1,0,0
42-Luke,007,23,2,2,0,0
42-Luke,008,21,3,5,0,0
42-Luke,009,21,8,4,0,0
42-Luke,010,13,6,2,0,0
42-Luke,011,15,2,4,0,0
42-Luke,012,1,2,6,0,0
42-Luke,013,9,9,2,0,0
42-Luke,014,5,1,4,0,0
42-Luke,015,1,0,0,0,0
42-Luke,016,8,1,0,0,0
42-Luke,017,4,5,3,0,1
42-Luke,018,16,6,0,0,0
42-Luke,019,9,3,1,0,0
42-Luke,020,12,0,3,0,0
42-Luke,021,1,5,3,0,0
42-Luke,022,20,5,5,0,1
42-Luke,023,21,4,3,0,0
42-Luke,024,13,6,2,0,0
43-John,001,40,7,4,0,1
43-John,002,10,2,1,0,0
43-John,003,9,5,0,0,0
43-John,004,29,7,10,0,0
43-John,005,13,2,2,0,0
43-John,006,32,0,4,0,0
43-John,007,23,1,3,0,1
43-John,008,25,0,1,0,0
43-John,009,9,0,1,0,1
43-John,010,11,2,1,0,1
43-John,011,45,2,4,0,1
43-John,012,34,1,4,0,0
43-John,013,27,0,5,0,0
43-John,014,7,0,0,0,0
43-John,015,0,0,0,0,0
43-John,016,2,0,8,0,0
43-John,017,2,0,1,0,0
43-John,018,39,3,1,0,0
43-John,019,28,0,6,0,0
43-John,020,26,0,1,0,0
43-John,021,35,1,2,0,0
44-Acts,001,24,7,1,0,0
44-Acts,002,16,7,2,0,0
44-Acts,003,20,0,3,0,0
44-Acts,004,22,5,3,0,0
44-Acts,005,13,3,6,0,0
44-Acts,006,5,4,0,0,0
44-Acts,007,29,21,5,0,0
44-Acts,008,33,10,2,0,0
44-Acts,009,27,14,2,0,0
44-Acts,010,34,2,5,0,0
44-Acts,011,14,9,1,0,0
44-Acts,012,26,4,0,0,0
44-Acts,013,37,18,3,0,0
44-Acts,014,11,3,0,0,0
44-Acts,015,37,9,2,0,0
44-Acts,016,20,7,6,0,0
44-Acts,017,27,4,2,0,0
44-Acts,018,15,8,3,0,0
44-Acts,019,21,6,2,0,0
44-Acts,020,13,8,2,0,0
44-Acts,021,18,12,2,0,0
44-Acts,022,9,8,3,0,0
44-Acts,023,21,4,3,0,1
44-Acts,024,12,2,0,0,0
44-Acts,025,18,8,0,0,0
44-Acts,026,11,6,1,0,0
44-Acts,027,14,6,7,0,1
44-Acts,028,8,7,2,0,0
45-Romans,001,7,3,0,0,0
45-Romans,002,4,0,0,0,0
45-Romans,003,7,1,0,0,0
45-Romans,004,13,1,0,0,0
45-Romans,005,9,0,1,0,0
45-Romans,006,3,0,0,0,0
45-Romans,007,10,0,0,0,0
45-Romans,008,8,0,0,0,0
45-Romans,009,10,6,2,0,0
45-Romans,010,5,2,0,0,0
45-Romans,011,4,6,0,0,0
45-Romans,012,1,0,0,0,0
45-Romans,013,1,0,3,0,0
45-Romans,014,8,2,0,0,0
45-Romans,015,7,7,1,0,0
45-Romans,016,13,4,0,0,0
46-1 Corinthians,001,15,1,1,0,0
46-1 Corinthians,002,2,0,0,0,0
46-1 Corinthians,003,6,1,1,0,0
46-1 Corinthians,004,5,2,1,0,0
46-1 Corinthians,005,2,1,0,0,0
46-1 Corinthians,006,1,2,0,0,0
46-1 Corinthians,007,1,0,1,0,0
46-1 Corinthians,008,1,0,0,0,0
46-1 Corinthians,009,3,0,1,0,0
46-1 Corinthians,010,5,2,1,0,0
46-1 Corinthians,011,2,0,4,0,0
46-1 Corinthians,012,3,0,0,0,0
46-1 Corinthians,013,0,0,1,0,0
46-1 Corinthians,014,2,0,1,0,0
46-1 Corinthians,015,10,3,3,0,0
46-1 Corinthians,016,6,2,0,0,1
47-2 Corinthians,001,8,1,1,0,0
47-2 Corinthians,002,0,1,0,0,0
47-2 Corinthians,003,4,3,0,0,0
47-2 Corinthians,004,8,0,1,0,0
47-2 Corinthians,005,0,0,2,0,0
47-2 Corinthians,006,2,0,0,0,0
47-2 Corinthians,007,0,0,0,0,0
47-2 Corinthians,008,2,0,1,0,0
47-2 Corinthians,009,0,0,0,0,0
47-2 Corinthians,010,2,1,0,0,0
47-2 Corinthians,011,5,2,2,0,0
47-2 Corinthians,012,0,0,0,0,0
47-2 Corinthians,013,2,0,0,0,0
48-Galatians,001,6,5,1,0,0
48-Galatians,002,14,2,1,0,0
48-Galatians,003,18,1,4,0,0
48-Galatians,004,4,4,1,0,0
48-Galatians,005,5,1,0,0,0
48-Galatians,006,4,0,1,0,0
49-Ephesians,001,8,0,0,0,0
49-Ephesians,002,6,1,0,0,0
49-Ephesians,003,5,1,0,0,0
49-Ephesians,004,1,0,2,0,0
49-Ephesians,005,3,1,0,0,0
49-Ephesians,006,3,3,0,0,0
50-Philippians,001,10,0,0,0,0
50-Philippians,002,6,2,0,0,0
50-Philippians,003,6,2,0,0,0
50-Philippians,004,5,0,0,0,0
51-Colossians,001,8,0,0,0,0
51-Colossians,002,1,1,0,0,0
51-Colossians,003,5,3,0,0,0
51-Colossians,004,7,1,1,0,0
52-1 Thessalonians,001,5,0,0,0,0
52-1 Thessalonians,002,4,1,1,0,0
52-1 Thessalonians,003,5,1,1,0,0
52-1 Thessalonians,004,7,0,0,0,0
52-1 Thessalonians,005,6,0,2,0,0
53-2 Thessalonians,001,7,1,0,0,0
53-2 Thessalonians,002,6,0,0,0,0
53-2 Thessalonians,003,4,1,1,0,0
54-1 Timothy,001,11,0,2,0,0
54-1 Timothy,002,4,0,0,0,0
54-1 Timothy,003,1,0,0,0,0
54-1 Timothy,004,1,0,0,0,0
54-1 Timothy,005,1,0,1,0,0
54-1 Timothy,006,3,0,1,0,0
55-2 Timothy,001,9,3,0,0,0
55-2 Timothy,002,7,0,0,0,0
55-2 Timothy,003,3,2,1,0,0
55-2 Timothy,004,6,4,1,0,0
56-Titus,001,3,0,0,0,0
56-Titus,002,2,0,0,0,0
56-Titus,003,5,0,0,0,0
57-Philemon,001,13,1,0,0,0
58-Hebrews,001,1,1,0,0,0
58-Hebrews,002,3,0,0,0,0
58-Hebrews,003,1,1,0,0,0
58-Hebrews,004,3,0,1,0,0
58-Hebrews,005,1,0,0,0,0
58-Hebrews,006,3,0,0,0,0
58-Hebrews,007,18,3,1,0,0
58-Hebrews,008,5,3,0,0,0
58-Hebrews,009,3,0,0,0,0
58-Hebrews,010,6,0,1,0,0
58-Hebrews,011,19,4,0,0,0
58-Hebrews,012,4,3,0,0,0
58-Hebrews,013,6,1,0,0,0
59-James,001,3,1,0,0,0
59-James,002,6,2,1,0,0
59-James,003,1,0,0,0,0
59-James,004,2,1,0,0,0
59-James,005,4,2,0,0,0
60-1 Peter,001,7,1,0,0,0
60-1 Peter,002,1,0,0,0,0
60-1 Peter,003,5,2,0,0,0
60-1 Peter,004,2,0,0,0,0
60-1 Peter,005,1,0,0,0,0
61-2 Peter,001,6,1,0,0,0
61-2 Peter,002,3,1,1,0,0
61-2 Peter,003,5,1,0,0,0
62-1 John,001,2,0,0,0,0
62-1 John,002,2,0,2,0,0
62-1 John,003,1,0,0,0,0
62-1 John,004,4,0,0,0,0
62-1 John,005,4,0,0,0,0
63-2 John,001,2,0,0,0,0
64-3 John,001,0,0,0,0,0
65-Jude,001,11,5,0,0,0
66-Revelation,001,10,1,0,0,0
66-Revelation,002,2,5,1,0,0
66-Revelation,003,1,3,4,0,0
66-Revelation,004,2,0,1,0,0
66-Revelation,005,1,1,0,0,0
66-Revelation,006,1,1,0,0,0
66-Revelation,007,4,3,1,0,0
66-Revelation,008,1,0,4,0,0
66-Revelation,009,0,0,2,0,0
66-Revelation,010,0,0,0,0,0
66-Revelation,011,1,2,2,0,0
66-Revelation,012,2,0,1,0,0
66-Revelation,013,0,0,0,0,0
66-Revelation,014,1,0,3,0,0
66-Revelation,015,1,0,0,0,0
66-Revelation,016,0,0,3,0,0
66-Revelation,017,1,0,1,0,0
66-Revelation,018,1,0,4,0,0
66-Revelation,019,3,0,1,0,0
66-Revelation,020,2,0,0,0,0
66-Revelation,021,1,3,1,0,0
66-Revelation,022,6,0,0,0,0
